date,close
2024-12-03,140.25999450683594
2024-12-04,145.13999938964844
2024-12-05,145.05999755859375
2024-12-06,142.44000244140625
2024-12-09,138.80999755859375
2024-12-10,135.07000732421875
2024-12-11,139.30999755859375
2024-12-12,137.33999633789062
2024-12-13,134.25
2024-12-16,132.0
2024-12-17,130.38999938964844
2024-12-18,128.91000366210938
2024-12-19,130.67999267578125
2024-12-20,134.6999969482422
2024-12-23,139.6699981689453
2024-12-24,140.22000122070312
2024-12-26,139.92999267578125
2024-12-27,137.00999450683594
2024-12-30,137.49000549316406
2024-12-31,134.2899932861328
2025-01-02,138.30999755859375
2025-01-03,144.47000122070312
2025-01-06,149.42999267578125
2025-01-07,140.13999938964844
2025-01-08,140.11000061035156
2025-01-10,135.91000366210938
2025-01-13,133.22999572753906
2025-01-14,131.75999450683594
2025-01-15,136.24000549316406
2025-01-16,133.57000732421875
2025-01-17,137.7100067138672
2025-01-21,140.8300018310547
2025-01-22,147.07000732421875
2025-01-23,147.22000122070312
2025-01-24,142.6199951171875
2025-01-27,118.41999816894531
2025-01-28,128.99000549316406
2025-01-29,123.69999694824219
2025-01-30,124.6500015258789
2025-01-31,120.06999969482422
2025-02-03,116.66000366210938
2025-02-04,118.6500015258789
2025-02-05,124.83000183105469
2025-02-06,128.67999267578125
2025-02-07,129.83999633789062
2025-02-10,133.57000732421875
2025-02-11,132.8000030517578
2025-02-12,131.13999938964844
2025-02-13,135.2899932861328
2025-02-14,138.85000610351562
2025-02-18,139.39999389648438
2025-02-19,139.22999572753906
2025-02-20,140.11000061035156
2025-02-21,134.42999267578125
2025-02-24,130.27999877929688
2025-02-25,126.62999725341797
2025-02-26,131.27999877929688
2025-02-27,120.1500015258789
2025-02-28,124.91999816894531
2025-03-03,114.05999755859375
2025-03-04,115.98999786376953
2025-03-05,117.30000305175781
2025-03-06,110.56999969482422
2025-03-07,112.69000244140625
2025-03-10,106.9800033569336
2025-03-11,108.76000213623047
2025-03-12,115.73999786376953
2025-03-13,115.58000183105469
2025-03-14,121.66999816894531
2025-03-17,119.52999877929688
2025-03-18,115.43000030517578
2025-03-19,117.5199966430664
2025-03-20,118.52999877929688
2025-03-21,117.69999694824219
2025-03-24,121.41000366210938
2025-03-25,120.69000244140625
2025-03-26,113.76000213623047
2025-03-27,111.43000030517578
2025-03-28,109.66999816894531
2025-03-31,108.37999725341797
2025-04-01,110.1500015258789
2025-04-02,110.41999816894531
2025-04-03,101.80000305175781
2025-04-04,94.30999755859375
2025-04-07,97.63999938964844
2025-04-08,96.30000305175781
2025-04-09,114.33000183105469
2025-04-10,107.56999969482422
2025-04-11,110.93000030517578
2025-04-14,110.70999908447266
2025-04-15,112.19999694824219
2025-04-16,104.48999786376953
2025-04-17,101.48999786376953
2025-04-21,96.91000366210938
2025-04-22,98.88999938964844
2025-04-23,102.70999908447266
2025-04-24,106.43000030517578
2025-04-25,111.01000213623047
2025-04-28,108.7300033569336
2025-04-29,109.0199966430664
2025-04-30,108.91999816894531
2025-05-01,111.61000061035156
2025-05-02,114.5
2025-05-05,113.81999969482422
2025-05-06,113.54000091552734
2025-05-07,117.05999755859375
2025-05-08,117.37000274658203
2025-05-09,116.6500015258789
2025-05-12,123.0
2025-05-13,129.92999267578125
2025-05-14,135.33999633789062
2025-05-15,134.8300018310547
2025-05-16,135.39999389648438
2025-05-19,135.57000732421875
2025-05-20,134.3800048828125
2025-05-21,131.8000030517578
2025-05-22,132.8300018310547
2025-05-23,131.2899932861328
2025-05-27,135.5
2025-05-28,134.80999755859375
2025-05-29,139.19000244140625
2025-05-30,135.1300048828125
2025-06-02,137.3800048828125
2025-06-03,141.22000122070312
2025-06-04,141.9199981689453
2025-06-05,139.99000549316406
2025-06-06,141.72000122070312
2025-06-09,142.6300048828125
2025-06-10,143.9600067138672
2025-06-11,142.8300018310547
2025-06-12,145.0
2025-06-13,141.97000122070312
2025-06-16,144.69000244140625
2025-06-17,144.1199951171875
2025-06-18,145.47999572753906
2025-06-20,143.85000610351562
2025-06-23,144.1699981689453
2025-06-24,147.89999389648438
2025-06-25,154.30999755859375
2025-06-26,155.02000427246094
2025-06-27,157.75
2025-06-30,157.99000549316406
2025-07-01,153.3000030517578
2025-07-02,157.25
2025-07-03,159.33999633789062
2025-07-07,158.24000549316406
2025-07-08,160.0
2025-07-09,162.8800048828125
2025-07-10,164.10000610351562
2025-07-11,164.9199981689453
2025-07-14,164.07000732421875
2025-07-15,170.6999969482422
2025-07-16,171.3699951171875
2025-07-17,173.0
2025-07-18,172.41000366210938
2025-07-21,171.3800048828125
2025-07-22,167.02999877929688
2025-07-23,170.77999877929688
2025-07-24,173.74000549316406
2025-07-25,173.5
2025-07-28,176.75
2025-07-29,175.50999450683594
2025-07-30,179.27000427246094
2025-07-31,177.8699951171875
2025-08-01,173.72000122070312
2025-08-04,180.0
2025-08-05,178.25999450683594
2025-08-06,179.4199981689453
2025-08-07,180.77000427246094
2025-08-08,182.6999969482422
2025-08-11,182.05999755859375
2025-08-12,183.16000366210938
2025-08-13,181.58999633789062
2025-08-14,182.02000427246094
2025-08-15,180.4499969482422
2025-08-18,182.00999450683594
2025-08-19,175.63999938964844
2025-08-20,175.39999389648438
2025-08-21,174.97999572753906
2025-08-22,177.99000549316406
2025-08-25,179.80999755859375
2025-08-26,181.77000427246094
2025-08-27,181.60000610351562
2025-08-28,180.1699981689453
2025-08-29,174.17999267578125
2025-09-02,170.77999877929688
2025-09-03,170.6199951171875
2025-09-04,171.66000366210938
2025-09-05,167.02000427246094
2025-09-08,168.30999755859375
2025-09-09,170.75999450683594
2025-09-10,177.3300018310547
2025-09-11,177.1699981689453
2025-09-12,177.82000732421875
2025-09-15,177.75
2025-09-16,174.8800048828125
2025-09-17,170.2899932861328
2025-09-18,176.24000549316406
2025-09-19,176.6699981689453
2025-09-22,183.61000061035156
2025-09-23,178.42999267578125
2025-09-24,176.97000122070312
2025-09-25,177.69000244140625
2025-09-26,178.19000244140625
2025-09-29,181.85000610351562
2025-09-30,186.5800018310547
2025-10-01,187.24000549316406
2025-10-02,188.88999938964844
2025-10-03,187.6199951171875
2025-10-06,185.5399932861328
2025-10-07,185.0399932861328
2025-10-08,189.11000061035156
2025-10-09,192.57000732421875
2025-10-10,183.16000366210938
2025-10-13,188.32000732421875
2025-10-14,180.02999877929688
2025-10-15,179.8300018310547
2025-10-16,181.80999755859375
2025-10-17,183.22000122070312
2025-10-20,182.63999938964844
2025-10-21,181.16000366210938
2025-10-22,180.27999877929688
2025-10-23,182.16000366210938
2025-10-24,186.25999450683594
2025-10-27,191.49000549316406
2025-10-28,201.02999877929688
2025-10-29,207.0399932861328
2025-10-30,202.88999938964844
2025-10-31,202.49000549316406
2025-11-03,206.8800048828125
2025-11-04,198.69000244140625
2025-11-05,195.2100067138672
2025-11-06,188.0800018310547
2025-11-07,188.14999389648438
2025-11-10,199.0500030517578
2025-11-11,193.16000366210938
2025-11-12,193.8000030517578
2025-11-13,186.86000061035156
2025-11-14,190.1699981689453
2025-11-17,186.60000610351562
2025-11-18,181.36000061035156
2025-11-19,186.52000427246094
2025-11-20,180.63999938964844
2025-11-21,178.8800048828125
2025-11-24,182.5500030517578
2025-11-25,177.82000732421875
2025-11-26,180.25999450683594
2025-11-28,177.0
2025-12-01,179.9199981689453
2025-12-02,181.4600067138672
2025-12-03,179.58999633789062
2025-12-04,183.3800048828125
2025-12-05,182.41000366210938
2025-12-08,185.5500030517578
2025-12-09,184.97000122070312
2025-12-10,183.77999877929688
2025-12-11,180.92999267578125
2025-12-12,175.02000427246094
2025-12-15,176.2899932861328
2025-12-16,177.72000122070312
2025-12-17,170.94000244140625
2025-12-18,174.13999938964844
2025-12-19,180.99000549316406
2025-12-22,183.69000244140625
2025-12-23,189.2100067138672
2025-12-24,188.61000061035156
2025-12-26,190.52999877929688
2025-12-29,188.22000122070312
2025-12-30,187.5399932861328
2025-12-31,186.5
2026-01-02,188.85000610351562
2026-01-05,188.1199951171875
2026-01-06,187.24000549316406
2026-01-07,189.11000061035156
2026-01-08,185.0399932861328
2026-01-09,184.86000061035156
2026-01-12,184.94000244140625
2026-01-13,185.80999755859375
2026-01-14,183.13999938964844
2026-01-15,187.0500030517578
2026-01-16,186.22999572753906
2026-01-20,178.07000732421875
2026-01-21,183.32000732421875
2026-01-22,184.83999633789062
2026-01-23,187.6699981689453
2026-01-26,186.47000122070312
2026-01-27,188.52000427246094
2026-01-28,191.52000427246094
2026-01-29,192.50999450683594
2026-01-30,191.1300048828125
2026-02-02,185.61000061035156
2026-02-03,180.33999633789062
2026-02-04,174.19000244140625
2026-02-05,171.8800048828125
2026-02-06,185.41000366210938
2026-02-09,190.0399932861328
2026-02-10,188.5399932861328
2026-02-11,190.0500030517578
2026-02-12,186.94000244140625
2026-02-13,182.80999755859375
2026-02-17,184.97000122070312
2026-02-18,187.97999572753906
2026-02-19,187.89999389648438
2026-02-20,189.82000732421875
2026-02-23,191.5500030517578
2026-02-24,192.85000610351562
2026-02-25,195.55999755859375
2026-02-26,184.88999938964844
2026-02-27,177.19000244140625
2026-03-02,182.47999572753906
2026-03-03,180.0500030517578
2026-03-04,183.0399932861328
2026-03-05,183.33999633789062
2026-03-06,177.82000732421875
2026-03-09,182.64999389648438
2026-03-10,184.77000427246094
2026-03-11,186.02999877929688
2026-03-12,183.13999938964844
2026-03-13,180.25
2026-03-16,183.22000122070312
2026-03-17,181.92999267578125
2026-03-18,180.39999389648438
2026-03-19,178.55999755859375
2026-03-20,172.6999969482422
2026-03-23,175.63999938964844
2026-03-24,175.1999969482422
2026-03-25,178.67999267578125
2026-03-26,171.24000549316406
2026-03-27,167.52000427246094
2026-03-30,165.1699981689453
2026-03-31,174.39999389648438
2026-04-01,175.75
2026-04-02,177.38999938964844
2026-04-06,177.63999938964844
2026-04-07,178.10000610351562
2026-04-08,182.0800018310547
2026-04-09,183.91000366210938
2026-04-10,188.6300048828125
2026-04-13,189.30999755859375
2026-04-14,196.50999450683594
2026-04-15,198.8699951171875
2026-04-16,198.35000610351562
2026-04-17,201.67999267578125
2026-04-20,202.05999755859375
2026-04-21,199.8800048828125
2026-04-22,202.5
2026-04-23,199.63999938964844
2026-04-24,208.27000427246094
2026-04-27,216.61000061035156
2026-04-28,213.1699981689453
2026-04-29,209.25
2026-04-30,199.57000732421875
2026-05-01,198.4499969482422
2026-05-04,198.47999572753906
2026-05-05,196.5
2026-05-06,207.8300018310547
2026-05-07,211.5
2026-05-08,215.1999969482422
2026-05-11,219.44000244140625
2026-05-12,220.77999877929688
2026-05-13,225.8300018310547
2026-05-14,235.74000549316406
2026-05-15,225.32000732421875
2026-05-18,222.32000732421875
2026-05-19,220.61000061035156
2026-05-20,223.47000122070312
2026-05-21,219.50999450683594
2026-05-22,215.3300018310547
2026-05-26,214.86000061035156
2026-05-27,212.60000610351562
2026-05-28,214.25
2026-05-29,211.13999938964844
2026-06-01,224.36000061035156
2026-06-02,222.82000732421875
2026-06-03,214.75
2026-06-04,218.66000366210938
2026-06-05,205.10000610351562
2026-06-08,208.63999938964844
2026-06-09,208.19000244140625
2026-06-10,200.4199981689453
2026-06-11,204.8699951171875
2026-06-12,205.19000244140625
2026-06-15,212.4499969482422
2026-06-16,207.41000366210938
2026-06-17,204.64999389648438
2026-06-18,210.69000244140625
2026-06-22,208.64999389648438
2026-06-23,200.0399932861328
2026-06-24,199.0
2026-06-25,195.74000549316406
2026-06-26,192.52999877929688
2026-06-29,194.97000122070312
2026-06-30,200.08999633789062
2026-07-01,197.5800018310547
2026-07-02,194.8300018310547
2026-07-06,195.5500030517578
2026-07-07,196.92999267578125
2026-07-08,204.1199951171875
2026-07-09,202.77999877929688
